# Force,Distance
0.09310207448557119,7.541462983333021
0.06357300725572256,7.442841250036276
0.17681196746212707,7.356812159894384
0.194440093184818,7.422065634158383
0.14869799642198156,7.51703811424432
0.05582897785376445,7.61840719074827
0.07390012239557743,7.716090806945532
0.13016780143614115,7.816275628940414
0.13461210473582008,7.913631784248979
0.1518963530727406,7.998420277258564
0.22120118534197739,8.093108364902374
0.09649186183820319,8.191130494322564
0.3554935083150887,8.291052289583089
0.3619372906455584,8.392060272737353
0.2703286468419239,8.493735204262704
0.4333370987375121,8.578516999090768
0.3890935773140064,8.681671503633309
0.43539819422279097,8.781298179903354
0.4462008141673258,8.867500421197414
0.275208863535298,8.968305771867273
0.36826031462683095,9.069076432473874
0.4314280565212555,9.157349289554777
0.4289479256609128,9.249716798225323
0.36600013012458515,9.349632559276884
0.3867902476551851,9.45328231127546
0.4125291508350412,9.547570483294104
0.4391863466894489,9.647402064450107
0.4797358442889892,9.735093399866669
0.4868828885118027,9.831476501956669
0.27541326727997373,9.936177909503456
0.34510848324570986,10.030159696500414
0.25718370236851873,10.127992815482322
0.4121532445402911,10.215119215215038
0.3006940070606464,10.315574208430176
0.35923608660235673,10.409190011679616
0.30650912237906885,10.50823623545908
0.274436543671304,10.610438148870427
0.23378438177818242,10.698806440441107
0.2417650486596979,10.795058402022756
0.3599801247959939,10.894550449632597
0.20669740511229898,10.991388408422454
0.24312571282704318,11.095484727669549
0.15273822916809324,11.177123950654343
0.2604939521867588,11.273251884977245
0.22802648132439718,11.371610319272737
0.17149900961259826,11.474734127360263
0.07496247975279016,11.574414512787571
0.11127306766831212,11.65749037306381
0.14709145607108726,11.760868038212497
0.15096789702679067,11.853334658660739
0.1408316099571071,11.957217458192936
0.25070956797599,12.058589955352087
0.12800860894797997,12.142152547046376
0.24168147536888632,12.242733059192126
0.3992459249706839,12.337194052716598
0.3380963256911403,12.440967885021294
0.3192234772395713,12.52960300835283
0.5276680298110376,12.62487354397841
0.5108310403500101,12.726154307068494
0.4404965848518405,12.822655051256689
0.6222770115407913,12.922510716999227
0.6020189538401833,13.016346338909607
0.7353746825586484,13.099190373021479
0.8188175952801183,13.204344655412132
0.9684577012308119,13.300110754337592
1.0600342389763828,13.392894015465352
1.276804290493915,13.492071319890066
1.241775092711551,13.594759511974733
1.3673366594038698,13.683545096270397
1.564005701046478,13.78009617698076
1.5668512023294299,13.87508956355303
1.7222061518215321,13.975494946365092
1.9221193017996692,14.07057653721467
2.2740896328397007,14.15773573484173
2.263756355611961,14.255524352943919
2.4388548782760147,14.357943871584155
2.836765491675972,14.452373974624784
3.292876839890579,14.539896467594513
3.474136885852143,14.63724991013888
3.79066191231996,14.732519100262497
4.309339957998457,14.827846510723997
4.836271926831057,14.912664433192642
5.3343117876982005,14.999250218506084
6.098910212422553,15.094184301068463
6.739629764749865,15.182806191702266
7.753683836375182,15.276318925218874
8.727158239820303,15.360740190915308
9.977935361055883,15.448928698433242
11.211851943596539,15.537486659871039
12.870058705068955,15.620424409723476
14.685091024472317,15.702406026323207
16.694585488915745,15.776471757151636
19.145724387415022,15.855660153112261
21.63702336277868,15.931044599731855
24.400036672290405,16.00772884613489
27.253712546151963,16.08249661333498
30.212900949468416,16.153519255048412
33.612696611229076,16.22385968764166
36.492872792145214,16.297547698986364
39.541949824901174,16.37545395286183
42.54735442332807,16.44593193308421
45.073693517819336,16.524626189854082
46.894849118250626,16.613529356726957
